occupancy_date,organization_name,occupied_beds,occupancy_rate_beds,occupancy_rate_rooms
2022-01-01,COSTI Immigrant Services,NA,NA,100
2022-01-01,COSTI Immigrant Services,NA,NA,100
2022-01-01,COSTI Immigrant Services,NA,NA,100
2022-01-01,COSTI Immigrant Services,8,100,NA
2022-01-01,COSTI Immigrant Services,NA,NA,100
2022-01-01,COSTI Immigrant Services,NA,NA,100
2022-01-01,COSTI Immigrant Services,NA,NA,100
2022-01-01,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-01,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-01,Christie Ossington Neighbourhood Centre,32,100,NA
2022-01-01,Christie Ossington Neighbourhood Centre,14,93.33,NA
2022-01-01,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,NA,NA,98.67
2022-01-01,City of Toronto,12,100,NA
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,2,100,NA
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,33,94.29,NA
2022-01-01,City of Toronto,NA,NA,88.06
2022-01-01,City of Toronto,23,95.83,NA
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,NA,NA,85.92
2022-01-01,City of Toronto,NA,NA,50
2022-01-01,City of Toronto,NA,NA,77.36
2022-01-01,City of Toronto,NA,NA,100
2022-01-01,City of Toronto,75,96.15,NA
2022-01-01,City of Toronto,47,100,NA
2022-01-01,City of Toronto,44,88,NA
2022-01-01,City of Toronto,71,94.67,NA
2022-01-01,City of Toronto,54,96.43,NA
2022-01-01,City of Toronto,17,77.27,NA
2022-01-01,City of Toronto,8,88.89,NA
2022-01-01,City of Toronto,44,100,NA
2022-01-01,City of Toronto,13,100,NA
2022-01-01,City of Toronto,NA,NA,92.31
2022-01-01,City of Toronto,4,100,NA
2022-01-01,City of Toronto,70,95.89,NA
2022-01-01,Cornerstone Place,21,100,NA
2022-01-01,Covenant House Toronto,1,50,NA
2022-01-01,Covenant House Toronto,NA,NA,100
2022-01-01,Covenant House Toronto,28,100,NA
2022-01-01,Covenant House Toronto,27,96.43,NA
2022-01-01,Dixon Hall,44,100,NA
2022-01-01,Dixon Hall,50,100,NA
2022-01-01,Dixon Hall,NA,NA,97.84
2022-01-01,Dixon Hall,41,100,NA
2022-01-01,Dixon Hall,NA,NA,98.89
2022-01-01,Dixon Hall,NA,NA,100
2022-01-01,Dixon Hall,22,100,NA
2022-01-01,Eva's Initiatives,42,84,NA
2022-01-01,Eva's Initiatives,16,100,NA
2022-01-01,Eva's Initiatives,NA,NA,100
2022-01-01,Fife House Foundation,4,80,NA
2022-01-01,Fife House Foundation,10,90.91,NA
2022-01-01,Fred Victor Centre,33,89.19,NA
2022-01-01,Fred Victor Centre,24,100,NA
2022-01-01,Fred Victor Centre,40,90.91,NA
2022-01-01,Fred Victor Centre,23,100,NA
2022-01-01,Fred Victor Centre,54,100,NA
2022-01-01,Fred Victor Centre,NA,NA,100
2022-01-01,Fred Victor Centre,45,100,NA
2022-01-01,Friends of Ruby,2,40,NA
2022-01-01,Friends of Ruby,27,96.43,NA
2022-01-01,Good Shepherd Ministries,25,100,NA
2022-01-01,Good Shepherd Ministries,25,100,NA
2022-01-01,Good Shepherd Ministries,5,100,NA
2022-01-01,Good Shepherd Ministries,NA,NA,100
2022-01-01,Homes First Society,50,100,NA
2022-01-01,Homes First Society,NA,NA,100
2022-01-01,Homes First Society,48,100,NA
2022-01-01,Homes First Society,19,100,NA
2022-01-01,Homes First Society,30,100,NA
2022-01-01,Homes First Society,48,100,NA
2022-01-01,Homes First Society,NA,NA,100
2022-01-01,Homes First Society,NA,NA,100
2022-01-01,Homes First Society,174,100,NA
2022-01-01,Homes First Society,23,92,NA
2022-01-01,Homes First Society,37,100,NA
2022-01-01,Homes First Society,90,100,NA
2022-01-01,Homes First Society,35,100,NA
2022-01-01,Homes First Society,1,100,NA
2022-01-01,Homes First Society,63,92.65,NA
2022-01-01,Horizon for Youth,18,100,NA
2022-01-01,Kennedy House Youth Services,NA,NA,96.43
2022-01-01,Kennedy House Youth Services,15,100,NA
2022-01-01,Margaret's Housing and Community Support Services,27,100,NA
2022-01-01,Na-Me-Res (Native Men's Residence),39,88.64,NA
2022-01-01,Na-Me-Res (Native Men's Residence),13,76.47,NA
2022-01-01,Native Child & Family Services Toronto,7,77.78,NA
2022-01-01,Native Child & Family Services Toronto,NA,NA,64.29
2022-01-01,Sistering: A Women's Place,19,100,NA
2022-01-01,Society of St.Vincent De Paul,15,100,NA
2022-01-01,Society of St.Vincent De Paul,18,100,NA
2022-01-01,Society of St.Vincent De Paul,22,100,NA
2022-01-01,Society of St.Vincent De Paul,24,96,NA
2022-01-01,St. Felix Social Ministries Outreach,14,100,NA
2022-01-01,St. Felix Social Ministries Outreach,43,100,NA
2022-01-01,St. Simon's Shelter Inc.,NA,NA,100
2022-01-01,Street Haven At The Crossroads,26,100,NA
2022-01-01,Street Haven At The Crossroads,NA,NA,100
2022-01-01,The MUC Shelter Corporation,NA,NA,98.41
2022-01-01,The MUC Shelter Corporation,67,100,NA
2022-01-01,The MUC Shelter Corporation,NA,NA,95.65
2022-01-01,The Salvation Army of Canada,48,100,NA
2022-01-01,The Salvation Army of Canada,NA,NA,98.61
2022-01-01,The Salvation Army of Canada,52,100,NA
2022-01-01,The Salvation Army of Canada,NA,NA,100
2022-01-01,The Salvation Army of Canada,227,97.01,NA
2022-01-01,The Salvation Army of Canada,36,100,NA
2022-01-01,The Salvation Army of Canada,NA,NA,100
2022-01-01,The Salvation Army of Canada,36,97.3,NA
2022-01-01,The Salvation Army of Canada,29,96.67,NA
2022-01-01,The Scott Mission Inc.,40,100,NA
2022-01-01,Toronto Community Hostel,NA,NA,100
2022-01-01,Toronto Community Hostel,6,100,NA
2022-01-01,Turning Point Youth Services,13,100,NA
2022-01-01,Warden Woods Community Centre,28,100,NA
2022-01-01,Women's Hostels Inc.,3,100,NA
2022-01-01,WoodGreen Red Door Family Shelter,NA,NA,95.65
2022-01-01,YMCA of Greater Toronto,19,100,NA
2022-01-01,YMCA of Greater Toronto,NA,NA,96.43
2022-01-01,YMCA of Greater Toronto,22,88,NA
2022-01-01,YWCA Toronto,24,96,NA
2022-01-01,YWCA Toronto,21,87.5,NA
2022-01-01,YWCA Toronto,16,84.21,NA
2022-01-01,YWCA Toronto,6,30,NA
2022-01-01,Youth Without Shelter,23,100,NA
2022-01-01,Youth Without Shelter,13,92.86,NA
2022-01-01,YouthLink,10,100,NA
2022-01-01,YouthLink,29,100,NA
2022-01-02,COSTI Immigrant Services,NA,NA,100
2022-01-02,COSTI Immigrant Services,NA,NA,100
2022-01-02,COSTI Immigrant Services,NA,NA,100
2022-01-02,COSTI Immigrant Services,8,100,NA
2022-01-02,COSTI Immigrant Services,NA,NA,100
2022-01-02,COSTI Immigrant Services,NA,NA,100
2022-01-02,COSTI Immigrant Services,NA,NA,100
2022-01-02,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-02,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-02,Christie Ossington Neighbourhood Centre,32,100,NA
2022-01-02,Christie Ossington Neighbourhood Centre,15,100,NA
2022-01-02,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,NA,NA,98.65
2022-01-02,City of Toronto,11,91.67,NA
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,2,100,NA
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,34,97.14,NA
2022-01-02,City of Toronto,NA,NA,86.57
2022-01-02,City of Toronto,24,100,NA
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,NA,NA,85.92
2022-01-02,City of Toronto,NA,NA,38.46
2022-01-02,City of Toronto,NA,NA,77.36
2022-01-02,City of Toronto,NA,NA,100
2022-01-02,City of Toronto,75,96.15,NA
2022-01-02,City of Toronto,47,100,NA
2022-01-02,City of Toronto,44,88,NA
2022-01-02,City of Toronto,71,94.67,NA
2022-01-02,City of Toronto,53,94.64,NA
2022-01-02,City of Toronto,17,77.27,NA
2022-01-02,City of Toronto,8,88.89,NA
2022-01-02,City of Toronto,44,100,NA
2022-01-02,City of Toronto,13,100,NA
2022-01-02,City of Toronto,NA,NA,92.31
2022-01-02,City of Toronto,4,100,NA
2022-01-02,City of Toronto,73,100,NA
2022-01-02,Cornerstone Place,21,100,NA
2022-01-02,Covenant House Toronto,1,50,NA
2022-01-02,Covenant House Toronto,NA,NA,100
2022-01-02,Covenant House Toronto,29,100,NA
2022-01-02,Covenant House Toronto,27,96.43,NA
2022-01-02,Dixon Hall,44,100,NA
2022-01-02,Dixon Hall,46,95.83,NA
2022-01-02,Dixon Hall,NA,NA,97.84
2022-01-02,Dixon Hall,41,100,NA
2022-01-02,Dixon Hall,NA,NA,98.89
2022-01-02,Dixon Hall,NA,NA,100
2022-01-02,Dixon Hall,22,100,NA
2022-01-02,Eva's Initiatives,41,82,NA
2022-01-02,Eva's Initiatives,16,100,NA
2022-01-02,Eva's Initiatives,NA,NA,100
2022-01-02,Fife House Foundation,4,80,NA
2022-01-02,Fife House Foundation,10,90.91,NA
2022-01-02,Fred Victor Centre,33,89.19,NA
2022-01-02,Fred Victor Centre,24,100,NA
2022-01-02,Fred Victor Centre,41,93.18,NA
2022-01-02,Fred Victor Centre,23,100,NA
2022-01-02,Fred Victor Centre,54,100,NA
2022-01-02,Fred Victor Centre,NA,NA,100
2022-01-02,Fred Victor Centre,45,100,NA
2022-01-02,Friends of Ruby,2,40,NA
2022-01-02,Friends of Ruby,27,96.43,NA
2022-01-02,Good Shepherd Ministries,25,100,NA
2022-01-02,Good Shepherd Ministries,25,100,NA
2022-01-02,Good Shepherd Ministries,5,100,NA
2022-01-02,Good Shepherd Ministries,NA,NA,100
2022-01-02,Homes First Society,50,100,NA
2022-01-02,Homes First Society,NA,NA,100
2022-01-02,Homes First Society,48,100,NA
2022-01-02,Homes First Society,18,94.74,NA
2022-01-02,Homes First Society,30,100,NA
2022-01-02,Homes First Society,49,100,NA
2022-01-02,Homes First Society,NA,NA,100
2022-01-02,Homes First Society,NA,NA,100
2022-01-02,Homes First Society,174,100,NA
2022-01-02,Homes First Society,29,100,NA
2022-01-02,Homes First Society,37,100,NA
2022-01-02,Homes First Society,90,100,NA
2022-01-02,Homes First Society,35,100,NA
2022-01-02,Homes First Society,1,100,NA
2022-01-02,Homes First Society,63,92.65,NA
2022-01-02,Horizon for Youth,18,100,NA
2022-01-02,Kennedy House Youth Services,NA,NA,100
2022-01-02,Kennedy House Youth Services,15,100,NA
2022-01-02,Margaret's Housing and Community Support Services,27,100,NA
2022-01-02,Na-Me-Res (Native Men's Residence),39,88.64,NA
2022-01-02,Na-Me-Res (Native Men's Residence),13,76.47,NA
2022-01-02,Native Child & Family Services Toronto,7,77.78,NA
2022-01-02,Native Child & Family Services Toronto,NA,NA,64.29
2022-01-02,Sistering: A Women's Place,19,100,NA
2022-01-02,Society of St.Vincent De Paul,15,100,NA
2022-01-02,Society of St.Vincent De Paul,18,100,NA
2022-01-02,Society of St.Vincent De Paul,22,100,NA
2022-01-02,Society of St.Vincent De Paul,24,96,NA
2022-01-02,St. Felix Social Ministries Outreach,13,100,NA
2022-01-02,St. Felix Social Ministries Outreach,43,100,NA
2022-01-02,St. Simon's Shelter Inc.,NA,NA,100
2022-01-02,Street Haven At The Crossroads,27,100,NA
2022-01-02,Street Haven At The Crossroads,NA,NA,100
2022-01-02,The MUC Shelter Corporation,NA,NA,98.41
2022-01-02,The MUC Shelter Corporation,67,100,NA
2022-01-02,The MUC Shelter Corporation,NA,NA,95.65
2022-01-02,The Salvation Army of Canada,48,100,NA
2022-01-02,The Salvation Army of Canada,NA,NA,98.61
2022-01-02,The Salvation Army of Canada,52,100,NA
2022-01-02,The Salvation Army of Canada,NA,NA,100
2022-01-02,The Salvation Army of Canada,222,94.87,NA
2022-01-02,The Salvation Army of Canada,36,100,NA
2022-01-02,The Salvation Army of Canada,NA,NA,100
2022-01-02,The Salvation Army of Canada,35,94.59,NA
2022-01-02,The Salvation Army of Canada,28,93.33,NA
2022-01-02,The Scott Mission Inc.,39,97.5,NA
2022-01-02,Toronto Community Hostel,NA,NA,100
2022-01-02,Toronto Community Hostel,6,100,NA
2022-01-02,Turning Point Youth Services,13,100,NA
2022-01-02,Warden Woods Community Centre,28,100,NA
2022-01-02,Women's Hostels Inc.,3,100,NA
2022-01-02,WoodGreen Red Door Family Shelter,NA,NA,95.65
2022-01-02,YMCA of Greater Toronto,19,100,NA
2022-01-02,YMCA of Greater Toronto,NA,NA,96.43
2022-01-02,YMCA of Greater Toronto,22,88,NA
2022-01-02,YWCA Toronto,24,96,NA
2022-01-02,YWCA Toronto,21,87.5,NA
2022-01-02,YWCA Toronto,18,94.74,NA
2022-01-02,YWCA Toronto,7,35,NA
2022-01-02,Youth Without Shelter,23,100,NA
2022-01-02,Youth Without Shelter,13,92.86,NA
2022-01-02,YouthLink,10,100,NA
2022-01-02,YouthLink,29,100,NA
2022-01-03,COSTI Immigrant Services,NA,NA,100
2022-01-03,COSTI Immigrant Services,NA,NA,100
2022-01-03,COSTI Immigrant Services,NA,NA,100
2022-01-03,COSTI Immigrant Services,8,100,NA
2022-01-03,COSTI Immigrant Services,NA,NA,98.13
2022-01-03,COSTI Immigrant Services,NA,NA,100
2022-01-03,COSTI Immigrant Services,NA,NA,100
2022-01-03,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-03,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-03,Christie Ossington Neighbourhood Centre,32,100,NA
2022-01-03,Christie Ossington Neighbourhood Centre,15,100,NA
2022-01-03,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-01-03,City of Toronto,NA,NA,100
2022-01-03,City of Toronto,NA,NA,92.86
2022-01-03,City of Toronto,NA,NA,98.65
2022-01-03,City of Toronto,10,83.33,NA
2022-01-03,City of Toronto,NA,NA,100
2022-01-03,City of Toronto,NA,NA,100
2022-01-03,City of Toronto,NA,NA,100
2022-01-03,City of Toronto,2,100,NA
2022-01-03,City of Toronto,NA,NA,100
2022-01-03,City of Toronto,NA,NA,100
2022-01-03,City of Toronto,NA,NA,100
2022-01-03,City of Toronto,34,97.14,NA
2022-01-03,City of Toronto,NA,NA,86.57
2022-01-03,City of Toronto,24,100,NA
2022-01-03,City of Toronto,NA,NA,100
2022-01-03,City of Toronto,NA,NA,85.92
2022-01-03,City of Toronto,NA,NA,30.77
2022-01-03,City of Toronto,NA,NA,90.74
2022-01-03,City of Toronto,NA,NA,100
2022-01-03,City of Toronto,75,96.15,NA
2022-01-03,City of Toronto,45,100,NA
2022-01-03,City of Toronto,43,86,NA
2022-01-03,City of Toronto,71,94.67,NA
2022-01-03,City of Toronto,55,98.21,NA
2022-01-03,City of Toronto,17,77.27,NA
2022-01-03,City of Toronto,8,88.89,NA
2022-01-03,City of Toronto,44,100,NA
2022-01-03,City of Toronto,10,66.67,NA
2022-01-03,City of Toronto,13,100,NA
2022-01-03,City of Toronto,NA,NA,92.31
2022-01-03,City of Toronto,4,100,NA
2022-01-03,City of Toronto,73,100,NA
2022-01-03,Cornerstone Place,21,100,NA
2022-01-03,Covenant House Toronto,1,50,NA
2022-01-03,Covenant House Toronto,NA,NA,100
2022-01-03,Covenant House Toronto,32,100,NA
2022-01-03,Covenant House Toronto,27,96.43,NA
2022-01-03,Dixon Hall,44,100,NA
2022-01-03,Dixon Hall,48,100,NA
2022-01-03,Dixon Hall,NA,NA,97.84
2022-01-03,Dixon Hall,41,100,NA
2022-01-03,Dixon Hall,NA,NA,98.89
2022-01-03,Dixon Hall,NA,NA,100
2022-01-03,Dixon Hall,22,100,NA
2022-01-03,Eva's Initiatives,41,82,NA
2022-01-03,Eva's Initiatives,16,100,NA
2022-01-03,Eva's Initiatives,NA,NA,97.3
2022-01-03,Fife House Foundation,4,80,NA
2022-01-03,Fife House Foundation,10,90.91,NA
2022-01-03,Fred Victor Centre,34,91.89,NA
2022-01-03,Fred Victor Centre,24,100,NA
2022-01-03,Fred Victor Centre,44,100,NA
2022-01-03,Fred Victor Centre,23,100,NA
2022-01-03,Fred Victor Centre,54,100,NA
2022-01-03,Fred Victor Centre,NA,NA,100
2022-01-03,Fred Victor Centre,45,100,NA
2022-01-03,Friends of Ruby,2,40,NA
2022-01-03,Friends of Ruby,27,96.43,NA
2022-01-03,Good Shepherd Ministries,25,100,NA
2022-01-03,Good Shepherd Ministries,25,100,NA
2022-01-03,Good Shepherd Ministries,5,100,NA
2022-01-03,Good Shepherd Ministries,NA,NA,100
2022-01-03,Homes First Society,50,100,NA
2022-01-03,Homes First Society,NA,NA,100
2022-01-03,Homes First Society,53,88.33,NA
2022-01-03,Homes First Society,19,100,NA
2022-01-03,Homes First Society,30,100,NA
2022-01-03,Homes First Society,50,100,NA
2022-01-03,Homes First Society,NA,NA,100
2022-01-03,Homes First Society,NA,NA,100
2022-01-03,Homes First Society,26,52,NA
2022-01-03,Homes First Society,28,93.33,NA
2022-01-03,Homes First Society,173,99.43,NA
2022-01-03,Homes First Society,29,100,NA
2022-01-03,Homes First Society,37,100,NA
2022-01-03,Homes First Society,90,100,NA
2022-01-03,Homes First Society,34,100,NA
2022-01-03,Homes First Society,1,100,NA
2022-01-03,Homes First Society,63,92.65,NA
2022-01-03,Horizon for Youth,18,100,NA
2022-01-03,Kennedy House Youth Services,NA,NA,96.55
2022-01-03,Kennedy House Youth Services,15,100,NA
2022-01-03,Margaret's Housing and Community Support Services,27,100,NA
2022-01-03,Na-Me-Res (Native Men's Residence),35,79.55,NA
2022-01-03,Na-Me-Res (Native Men's Residence),13,76.47,NA
2022-01-03,Native Child & Family Services Toronto,7,77.78,NA
2022-01-03,Native Child & Family Services Toronto,NA,NA,64.29
2022-01-03,Sistering: A Women's Place,18,94.74,NA
2022-01-03,Society of St.Vincent De Paul,15,100,NA
2022-01-03,Society of St.Vincent De Paul,18,100,NA
2022-01-03,Society of St.Vincent De Paul,22,100,NA
2022-01-03,Society of St.Vincent De Paul,24,96,NA
2022-01-03,St. Felix Social Ministries Outreach,12,92.31,NA
2022-01-03,St. Felix Social Ministries Outreach,43,100,NA
2022-01-03,St. Simon's Shelter Inc.,NA,NA,100
2022-01-03,Street Haven At The Crossroads,27,100,NA
2022-01-03,Street Haven At The Crossroads,NA,NA,100
2022-01-03,The MUC Shelter Corporation,NA,NA,98.41
2022-01-03,The MUC Shelter Corporation,67,100,NA
2022-01-03,The MUC Shelter Corporation,NA,NA,95.65
2022-01-03,The Salvation Army of Canada,48,100,NA
2022-01-03,The Salvation Army of Canada,NA,NA,97.26
2022-01-03,The Salvation Army of Canada,52,100,NA
2022-01-03,The Salvation Army of Canada,NA,NA,100
2022-01-03,The Salvation Army of Canada,220,94.02,NA
2022-01-03,The Salvation Army of Canada,36,100,NA
2022-01-03,The Salvation Army of Canada,NA,NA,100
2022-01-03,The Salvation Army of Canada,35,94.59,NA
2022-01-03,The Salvation Army of Canada,28,93.33,NA
2022-01-03,The Scott Mission Inc.,40,100,NA
2022-01-03,Toronto Community Hostel,NA,NA,100
2022-01-03,Toronto Community Hostel,6,100,NA
2022-01-03,Turning Point Youth Services,13,100,NA
2022-01-03,Warden Woods Community Centre,25,89.29,NA
2022-01-03,Women's Hostels Inc.,3,100,NA
2022-01-03,WoodGreen Red Door Family Shelter,NA,NA,95.65
2022-01-03,YMCA of Greater Toronto,19,100,NA
2022-01-03,YMCA of Greater Toronto,NA,NA,96.43
2022-01-03,YMCA of Greater Toronto,22,88,NA
2022-01-03,YWCA Toronto,24,96,NA
2022-01-03,YWCA Toronto,21,87.5,NA
2022-01-03,YWCA Toronto,18,94.74,NA
2022-01-03,YWCA Toronto,7,35,NA
2022-01-03,Youth Without Shelter,23,100,NA
2022-01-03,Youth Without Shelter,13,92.86,NA
2022-01-03,YouthLink,10,100,NA
2022-01-03,YouthLink,29,100,NA
2022-01-04,COSTI Immigrant Services,NA,NA,100
2022-01-04,COSTI Immigrant Services,NA,NA,90
2022-01-04,COSTI Immigrant Services,NA,NA,94.12
2022-01-04,COSTI Immigrant Services,8,100,NA
2022-01-04,COSTI Immigrant Services,NA,NA,99.05
2022-01-04,COSTI Immigrant Services,NA,NA,100
2022-01-04,COSTI Immigrant Services,NA,NA,100
2022-01-04,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-04,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-04,Christie Ossington Neighbourhood Centre,32,100,NA
2022-01-04,Christie Ossington Neighbourhood Centre,15,100,NA
2022-01-04,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,10,83.33,NA
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,2,100,NA
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,33,94.29,NA
2022-01-04,City of Toronto,NA,NA,88.06
2022-01-04,City of Toronto,24,100,NA
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,NA,NA,84.51
2022-01-04,City of Toronto,NA,NA,37.04
2022-01-04,City of Toronto,NA,NA,87.04
2022-01-04,City of Toronto,NA,NA,100
2022-01-04,City of Toronto,76,96.2,NA
2022-01-04,City of Toronto,45,100,NA
2022-01-04,City of Toronto,43,86,NA
2022-01-04,City of Toronto,70,93.33,NA
2022-01-04,City of Toronto,54,96.43,NA
2022-01-04,City of Toronto,17,77.27,NA
2022-01-04,City of Toronto,8,88.89,NA
2022-01-04,City of Toronto,44,100,NA
2022-01-04,City of Toronto,10,100,NA
2022-01-04,City of Toronto,13,100,NA
2022-01-04,City of Toronto,NA,NA,90.77
2022-01-04,City of Toronto,4,100,NA
2022-01-04,City of Toronto,73,100,NA
2022-01-04,Cornerstone Place,21,100,NA
2022-01-04,Covenant House Toronto,1,50,NA
2022-01-04,Covenant House Toronto,NA,NA,100
2022-01-04,Covenant House Toronto,31,96.88,NA
2022-01-04,Covenant House Toronto,27,96.43,NA
2022-01-04,Dixon Hall,44,100,NA
2022-01-04,Dixon Hall,48,100,NA
2022-01-04,Dixon Hall,NA,NA,96.97
2022-01-04,Dixon Hall,41,100,NA
2022-01-04,Dixon Hall,NA,NA,98.89
2022-01-04,Dixon Hall,NA,NA,100
2022-01-04,Dixon Hall,22,100,NA
2022-01-04,Eva's Initiatives,40,80,NA
2022-01-04,Eva's Initiatives,16,100,NA
2022-01-04,Eva's Initiatives,NA,NA,97.5
2022-01-04,Fife House Foundation,4,80,NA
2022-01-04,Fife House Foundation,10,90.91,NA
2022-01-04,Fred Victor Centre,34,91.89,NA
2022-01-04,Fred Victor Centre,24,100,NA
2022-01-04,Fred Victor Centre,43,97.73,NA
2022-01-04,Fred Victor Centre,23,100,NA
2022-01-04,Fred Victor Centre,53,98.15,NA
2022-01-04,Fred Victor Centre,NA,NA,100
2022-01-04,Fred Victor Centre,45,100,NA
2022-01-04,Friends of Ruby,2,40,NA
2022-01-04,Friends of Ruby,27,96.43,NA
2022-01-04,Good Shepherd Ministries,24,96,NA
2022-01-04,Good Shepherd Ministries,25,100,NA
2022-01-04,Good Shepherd Ministries,5,100,NA
2022-01-04,Good Shepherd Ministries,NA,NA,100
2022-01-04,Homes First Society,50,100,NA
2022-01-04,Homes First Society,NA,NA,100
2022-01-04,Homes First Society,55,91.67,NA
2022-01-04,Homes First Society,19,100,NA
2022-01-04,Homes First Society,30,100,NA
2022-01-04,Homes First Society,54,100,NA
2022-01-04,Homes First Society,NA,NA,100
2022-01-04,Homes First Society,NA,NA,99.6
2022-01-04,Homes First Society,2,66.67,NA
2022-01-04,Homes First Society,174,100,NA
2022-01-04,Homes First Society,30,100,NA
2022-01-04,Homes First Society,37,100,NA
2022-01-04,Homes First Society,90,100,NA
2022-01-04,Homes First Society,34,100,NA
2022-01-04,Homes First Society,1,100,NA
2022-01-04,Homes First Society,63,92.65,NA
2022-01-04,Horizon for Youth,18,100,NA
2022-01-04,Kennedy House Youth Services,NA,NA,100
2022-01-04,Kennedy House Youth Services,15,100,NA
2022-01-04,Margaret's Housing and Community Support Services,27,100,NA
2022-01-04,Na-Me-Res (Native Men's Residence),34,77.27,NA
2022-01-04,Na-Me-Res (Native Men's Residence),13,76.47,NA
2022-01-04,Native Child & Family Services Toronto,7,77.78,NA
2022-01-04,Native Child & Family Services Toronto,NA,NA,64.29
2022-01-04,Sistering: A Women's Place,18,94.74,NA
2022-01-04,Society of St.Vincent De Paul,15,100,NA
2022-01-04,Society of St.Vincent De Paul,20,100,NA
2022-01-04,Society of St.Vincent De Paul,22,100,NA
2022-01-04,Society of St.Vincent De Paul,24,96,NA
2022-01-04,St. Felix Social Ministries Outreach,13,100,NA
2022-01-04,St. Felix Social Ministries Outreach,43,100,NA
2022-01-04,St. Simon's Shelter Inc.,NA,NA,100
2022-01-04,Street Haven At The Crossroads,27,100,NA
2022-01-04,Street Haven At The Crossroads,NA,NA,100
2022-01-04,The MUC Shelter Corporation,NA,NA,96.83
2022-01-04,The MUC Shelter Corporation,67,100,NA
2022-01-04,The MUC Shelter Corporation,NA,NA,95.65
2022-01-04,The Salvation Army of Canada,48,100,NA
2022-01-04,The Salvation Army of Canada,NA,NA,97.26
2022-01-04,The Salvation Army of Canada,51,100,NA
2022-01-04,The Salvation Army of Canada,NA,NA,100
2022-01-04,The Salvation Army of Canada,219,93.59,NA
2022-01-04,The Salvation Army of Canada,36,100,NA
2022-01-04,The Salvation Army of Canada,NA,NA,100
2022-01-04,The Salvation Army of Canada,35,94.59,NA
2022-01-04,The Salvation Army of Canada,28,93.33,NA
2022-01-04,The Scott Mission Inc.,40,100,NA
2022-01-04,Toronto Community Hostel,NA,NA,100
2022-01-04,Toronto Community Hostel,6,100,NA
2022-01-04,Turning Point Youth Services,13,100,NA
2022-01-04,Warden Woods Community Centre,24,85.71,NA
2022-01-04,Women's Hostels Inc.,3,100,NA
2022-01-04,WoodGreen Red Door Family Shelter,NA,NA,91.3
2022-01-04,YMCA of Greater Toronto,19,100,NA
2022-01-04,YMCA of Greater Toronto,NA,NA,92.86
2022-01-04,YMCA of Greater Toronto,22,88,NA
2022-01-04,YWCA Toronto,25,100,NA
2022-01-04,YWCA Toronto,21,87.5,NA
2022-01-04,YWCA Toronto,18,94.74,NA
2022-01-04,YWCA Toronto,6,30,NA
2022-01-04,Youth Without Shelter,23,100,NA
2022-01-04,Youth Without Shelter,13,92.86,NA
2022-01-04,YouthLink,10,100,NA
2022-01-04,YouthLink,29,100,NA
2022-01-05,COSTI Immigrant Services,NA,NA,100
2022-01-05,COSTI Immigrant Services,NA,NA,100
2022-01-05,COSTI Immigrant Services,NA,NA,94.12
2022-01-05,COSTI Immigrant Services,8,100,NA
2022-01-05,COSTI Immigrant Services,NA,NA,100
2022-01-05,COSTI Immigrant Services,NA,NA,100
