occupancy_date,organization_name,occupied_beds,occupancy_rate_beds,occupancy_rate_rooms
2022-11-27,The Salvation Army of Canada,54,100,NA
2022-11-27,The Salvation Army of Canada,NA,NA,100
2022-11-27,The Salvation Army of Canada,224,100,NA
2022-11-27,The Salvation Army of Canada,35,100,NA
2022-11-27,The Salvation Army of Canada,NA,NA,100
2022-11-27,The Salvation Army of Canada,39,100,NA
2022-11-27,The Salvation Army of Canada,30,100,NA
2022-11-27,The Scott Mission Inc.,66,100,NA
2022-11-27,Toronto Community Hostel,NA,NA,100
2022-11-27,Toronto Community Hostel,6,100,NA
2022-11-27,Turning Point Youth Services,16,100,NA
2022-11-27,Warden Woods Community Centre,34,100,NA
2022-11-27,Women's Hostels Inc.,12,100,NA
2022-11-27,WoodGreen Red Door Family Shelter,NA,NA,92.59
2022-11-27,YMCA of Greater Toronto,20,100,NA
2022-11-27,YMCA of Greater Toronto,NA,NA,97.62
2022-11-27,YMCA of Greater Toronto,25,100,NA
2022-11-27,YWCA Toronto,25,100,NA
2022-11-27,YWCA Toronto,24,100,NA
2022-11-27,YWCA Toronto,20,100,NA
2022-11-27,YWCA Toronto,21,100,NA
2022-11-27,Youth Without Shelter,23,100,NA
2022-11-27,Youth Without Shelter,13,92.86,NA
2022-11-27,YouthLink,10,100,NA
2022-11-27,YouthLink,31,100,NA
2022-11-28,COSTI Immigrant Services,NA,NA,100
2022-11-28,COSTI Immigrant Services,NA,NA,100
2022-11-28,COSTI Immigrant Services,8,100,NA
2022-11-28,COSTI Immigrant Services,NA,NA,100
2022-11-28,COSTI Immigrant Services,NA,NA,100
2022-11-28,COSTI Immigrant Services,NA,NA,100
2022-11-28,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-11-28,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-11-28,Christie Ossington Neighbourhood Centre,33,100,NA
2022-11-28,Christie Ossington Neighbourhood Centre,14,100,NA
2022-11-28,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-11-28,City of Toronto,NA,NA,98.44
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,98.8
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,15,83.33,NA
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,26,74.29,NA
2022-11-28,City of Toronto,NA,NA,98.53
2022-11-28,City of Toronto,43,97.73,NA
2022-11-28,City of Toronto,92,100,NA
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,NA,NA,100
2022-11-28,City of Toronto,93,100,NA
2022-11-28,City of Toronto,62,100,NA
2022-11-28,City of Toronto,48,94.12,NA
2022-11-28,City of Toronto,81,100,NA
2022-11-28,City of Toronto,20,90.91,NA
2022-11-28,City of Toronto,5,100,NA
2022-11-28,City of Toronto,38,100,NA
2022-11-28,City of Toronto,71,100,NA
2022-11-28,City of Toronto,28,93.33,NA
2022-11-28,City of Toronto,NA,NA,96.92
2022-11-28,City of Toronto,6,100,NA
2022-11-28,City of Toronto,78,100,NA
2022-11-28,Cornerstone Place,25,100,NA
2022-11-28,Covenant House Toronto,1,50,NA
2022-11-28,Covenant House Toronto,NA,NA,100
2022-11-28,Covenant House Toronto,62,100,NA
2022-11-28,Covenant House Toronto,28,100,NA
2022-11-28,Dixon Hall,58,100,NA
2022-11-28,Dixon Hall,47,100,NA
2022-11-28,Dixon Hall,NA,NA,86.98
2022-11-28,Dixon Hall,43,100,NA
2022-11-28,Dixon Hall,NA,NA,100
2022-11-28,Dixon Hall,NA,NA,100
2022-11-28,Dixon Hall,22,100,NA
2022-11-28,Eva's Initiatives,49,98,NA
2022-11-28,Eva's Initiatives,25,100,NA
2022-11-28,Eva's Initiatives,NA,NA,97.56
2022-11-28,Fife House Foundation,5,100,NA
2022-11-28,Fife House Foundation,9,81.82,NA
2022-11-28,Fred Victor Centre,37,100,NA
2022-11-28,Fred Victor Centre,24,96,NA
2022-11-28,Fred Victor Centre,52,100,NA
2022-11-28,Fred Victor Centre,23,100,NA
2022-11-28,Fred Victor Centre,54,100,NA
2022-11-28,Fred Victor Centre,NA,NA,100
2022-11-28,Fred Victor Centre,45,100,NA
2022-11-28,Friends of Ruby,6,100,NA
2022-11-28,Friends of Ruby,24,96,NA
2022-11-28,Good Shepherd Ministries,23,92,NA
2022-11-28,Good Shepherd Ministries,28,100,NA
2022-11-28,Good Shepherd Ministries,5,100,NA
2022-11-28,Good Shepherd Ministries,NA,NA,100
2022-11-28,Homes First Society,29,100,NA
2022-11-28,Homes First Society,NA,NA,100
2022-11-28,Homes First Society,54,100,NA
2022-11-28,Homes First Society,18,100,NA
2022-11-28,Homes First Society,26,100,NA
2022-11-28,Homes First Society,26,100,NA
2022-11-28,Homes First Society,55,100,NA
2022-11-28,Homes First Society,NA,NA,100
2022-11-28,Homes First Society,NA,NA,100
2022-11-28,Homes First Society,NA,NA,100
2022-11-28,Homes First Society,8,100,NA
2022-11-28,Homes First Society,NA,NA,100
2022-11-28,Homes First Society,51,100,NA
2022-11-28,Homes First Society,37,100,NA
2022-11-28,Homes First Society,68,100,NA
2022-11-28,Homes First Society,128,100,NA
2022-11-28,Homes First Society,38,100,NA
2022-11-28,Horizon for Youth,25,100,NA
2022-11-28,Kennedy House Youth Services,21,91.3,NA
2022-11-28,Margaret's Housing and Community Support Services,30,100,NA
2022-11-28,Na-Me-Res (Native Men's Residence),44,100,NA
2022-11-28,Na-Me-Res (Native Men's Residence),15,88.24,NA
2022-11-28,Native Child & Family Services Toronto,6,54.55,NA
2022-11-28,Native Child & Family Services Toronto,NA,NA,92.86
2022-11-28,Sistering: A Women's Place,14,100,NA
2022-11-28,Society of St.Vincent De Paul,17,100,NA
2022-11-28,Society of St.Vincent De Paul,25,100,NA
2022-11-28,Society of St.Vincent De Paul,32,100,NA
2022-11-28,Society of St.Vincent De Paul,26,96.3,NA
2022-11-28,St. Felix Social Ministries Outreach,22,100,NA
2022-11-28,St. Felix Social Ministries Outreach,43,100,NA
2022-11-28,St. Simon's Shelter Inc.,NA,NA,100
2022-11-28,Street Haven At The Crossroads,28,100,NA
2022-11-28,Street Haven At The Crossroads,NA,NA,100
2022-11-28,The MUC Shelter Corporation,NA,NA,100
2022-11-28,The MUC Shelter Corporation,75,97.4,NA
2022-11-28,The MUC Shelter Corporation,NA,NA,95.65
2022-11-28,The Salvation Army of Canada,49,100,NA
2022-11-28,The Salvation Army of Canada,NA,NA,100
2022-11-28,The Salvation Army of Canada,54,100,NA
2022-11-28,The Salvation Army of Canada,NA,NA,100
2022-11-28,The Salvation Army of Canada,224,100,NA
2022-11-28,The Salvation Army of Canada,35,100,NA
2022-11-28,The Salvation Army of Canada,NA,NA,100
2022-11-28,The Salvation Army of Canada,39,100,NA
2022-11-28,The Salvation Army of Canada,30,100,NA
2022-11-28,The Scott Mission Inc.,66,100,NA
2022-11-28,Toronto Community Hostel,NA,NA,100
2022-11-28,Toronto Community Hostel,6,100,NA
2022-11-28,Turning Point Youth Services,16,100,NA
2022-11-28,Warden Woods Community Centre,34,100,NA
2022-11-28,Women's Hostels Inc.,12,100,NA
2022-11-28,WoodGreen Red Door Family Shelter,NA,NA,92.59
2022-11-28,YMCA of Greater Toronto,20,100,NA
2022-11-28,YMCA of Greater Toronto,NA,NA,97.62
2022-11-28,YMCA of Greater Toronto,25,100,NA
2022-11-28,YWCA Toronto,25,100,NA
2022-11-28,YWCA Toronto,24,100,NA
2022-11-28,YWCA Toronto,20,100,NA
2022-11-28,YWCA Toronto,21,100,NA
2022-11-28,Youth Without Shelter,23,100,NA
2022-11-28,Youth Without Shelter,13,92.86,NA
2022-11-28,YouthLink,10,100,NA
2022-11-28,YouthLink,31,100,NA
2022-11-29,COSTI Immigrant Services,NA,NA,100
2022-11-29,COSTI Immigrant Services,NA,NA,100
2022-11-29,COSTI Immigrant Services,8,100,NA
2022-11-29,COSTI Immigrant Services,NA,NA,100
2022-11-29,COSTI Immigrant Services,NA,NA,100
2022-11-29,COSTI Immigrant Services,NA,NA,100
2022-11-29,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-11-29,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-11-29,Christie Ossington Neighbourhood Centre,33,100,NA
2022-11-29,Christie Ossington Neighbourhood Centre,14,100,NA
2022-11-29,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-11-29,City of Toronto,NA,NA,98.44
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,98.8
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,15,83.33,NA
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,26,74.29,NA
2022-11-29,City of Toronto,NA,NA,98.53
2022-11-29,City of Toronto,43,97.73,NA
2022-11-29,City of Toronto,92,100,NA
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,NA,NA,100
2022-11-29,City of Toronto,93,100,NA
2022-11-29,City of Toronto,62,100,NA
2022-11-29,City of Toronto,49,96.08,NA
2022-11-29,City of Toronto,81,100,NA
2022-11-29,City of Toronto,21,95.45,NA
2022-11-29,City of Toronto,5,100,NA
2022-11-29,City of Toronto,38,100,NA
2022-11-29,City of Toronto,72,100,NA
2022-11-29,City of Toronto,28,93.33,NA
2022-11-29,City of Toronto,NA,NA,95.38
2022-11-29,City of Toronto,6,100,NA
2022-11-29,City of Toronto,78,100,NA
2022-11-29,Cornerstone Place,25,100,NA
2022-11-29,Covenant House Toronto,1,50,NA
2022-11-29,Covenant House Toronto,NA,NA,100
2022-11-29,Covenant House Toronto,61,98.39,NA
2022-11-29,Covenant House Toronto,28,100,NA
2022-11-29,Dixon Hall,59,100,NA
2022-11-29,Dixon Hall,49,100,NA
2022-11-29,Dixon Hall,NA,NA,86.98
2022-11-29,Dixon Hall,46,100,NA
2022-11-29,Dixon Hall,NA,NA,100
2022-11-29,Dixon Hall,NA,NA,100
2022-11-29,Dixon Hall,22,100,NA
2022-11-29,Eva's Initiatives,49,98,NA
2022-11-29,Eva's Initiatives,25,100,NA
2022-11-29,Eva's Initiatives,NA,NA,97.44
2022-11-29,Fife House Foundation,5,100,NA
2022-11-29,Fife House Foundation,9,81.82,NA
2022-11-29,Fred Victor Centre,37,100,NA
2022-11-29,Fred Victor Centre,24,96,NA
2022-11-29,Fred Victor Centre,51,98.08,NA
2022-11-29,Fred Victor Centre,23,100,NA
2022-11-29,Fred Victor Centre,54,100,NA
2022-11-29,Fred Victor Centre,NA,NA,100
2022-11-29,Fred Victor Centre,45,100,NA
2022-11-29,Friends of Ruby,6,100,NA
2022-11-29,Friends of Ruby,24,96,NA
2022-11-29,Good Shepherd Ministries,24,96,NA
2022-11-29,Good Shepherd Ministries,27,96.43,NA
2022-11-29,Good Shepherd Ministries,5,100,NA
2022-11-29,Good Shepherd Ministries,NA,NA,100
2022-11-29,Homes First Society,26,100,NA
2022-11-29,Homes First Society,NA,NA,100
2022-11-29,Homes First Society,66,94.29,NA
2022-11-29,Homes First Society,22,95.65,NA
2022-11-29,Homes First Society,36,100,NA
2022-11-29,Homes First Society,36,100,NA
2022-11-29,Homes First Society,54,98.18,NA
2022-11-29,Homes First Society,NA,NA,100
2022-11-29,Homes First Society,NA,NA,97.83
2022-11-29,Homes First Society,NA,NA,100
2022-11-29,Homes First Society,8,100,NA
2022-11-29,Homes First Society,NA,NA,100
2022-11-29,Homes First Society,51,100,NA
2022-11-29,Homes First Society,41,95.35,NA
2022-11-29,Homes First Society,69,100,NA
2022-11-29,Homes First Society,128,100,NA
2022-11-29,Homes First Society,38,100,NA
2022-11-29,Horizon for Youth,28,100,NA
2022-11-29,Kennedy House Youth Services,22,95.65,NA
2022-11-29,Margaret's Housing and Community Support Services,30,100,NA
2022-11-29,Na-Me-Res (Native Men's Residence),43,97.73,NA
2022-11-29,Na-Me-Res (Native Men's Residence),14,82.35,NA
2022-11-29,Native Child & Family Services Toronto,6,54.55,NA
2022-11-29,Native Child & Family Services Toronto,NA,NA,85.71
2022-11-29,Sistering: A Women's Place,14,100,NA
2022-11-29,Society of St.Vincent De Paul,17,100,NA
2022-11-29,Society of St.Vincent De Paul,25,100,NA
2022-11-29,Society of St.Vincent De Paul,32,100,NA
2022-11-29,Society of St.Vincent De Paul,26,96.3,NA
2022-11-29,St. Felix Social Ministries Outreach,21,95.45,NA
2022-11-29,St. Felix Social Ministries Outreach,43,100,NA
2022-11-29,St. Simon's Shelter Inc.,NA,NA,100
2022-11-29,Street Haven At The Crossroads,28,100,NA
2022-11-29,Street Haven At The Crossroads,NA,NA,100
2022-11-29,The MUC Shelter Corporation,NA,NA,98.7
2022-11-29,The MUC Shelter Corporation,76,98.7,NA
2022-11-29,The MUC Shelter Corporation,NA,NA,100
2022-11-29,The Salvation Army of Canada,49,100,NA
2022-11-29,The Salvation Army of Canada,NA,NA,100
2022-11-29,The Salvation Army of Canada,54,100,NA
2022-11-29,The Salvation Army of Canada,NA,NA,100
2022-11-29,The Salvation Army of Canada,224,100,NA
2022-11-29,The Salvation Army of Canada,35,100,NA
2022-11-29,The Salvation Army of Canada,NA,NA,100
2022-11-29,The Salvation Army of Canada,39,100,NA
2022-11-29,The Salvation Army of Canada,30,100,NA
2022-11-29,The Scott Mission Inc.,66,100,NA
2022-11-29,Toronto Community Hostel,NA,NA,100
2022-11-29,Toronto Community Hostel,6,100,NA
2022-11-29,Turning Point Youth Services,16,100,NA
2022-11-29,Warden Woods Community Centre,39,100,NA
2022-11-29,Women's Hostels Inc.,12,100,NA
2022-11-29,WoodGreen Red Door Family Shelter,NA,NA,92.59
2022-11-29,YMCA of Greater Toronto,20,100,NA
2022-11-29,YMCA of Greater Toronto,NA,NA,97.62
2022-11-29,YMCA of Greater Toronto,25,100,NA
2022-11-29,YWCA Toronto,25,100,NA
2022-11-29,YWCA Toronto,24,100,NA
2022-11-29,YWCA Toronto,20,100,NA
2022-11-29,YWCA Toronto,21,100,NA
2022-11-29,Youth Without Shelter,23,100,NA
2022-11-29,Youth Without Shelter,13,92.86,NA
2022-11-29,YouthLink,10,100,NA
2022-11-29,YouthLink,31,100,NA
2022-11-30,COSTI Immigrant Services,NA,NA,100
2022-11-30,COSTI Immigrant Services,NA,NA,100
2022-11-30,COSTI Immigrant Services,8,100,NA
2022-11-30,COSTI Immigrant Services,NA,NA,100
2022-11-30,COSTI Immigrant Services,NA,NA,99.29
2022-11-30,COSTI Immigrant Services,NA,NA,100
2022-11-30,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-11-30,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-11-30,Christie Ossington Neighbourhood Centre,33,100,NA
2022-11-30,Christie Ossington Neighbourhood Centre,14,100,NA
2022-11-30,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-11-30,City of Toronto,NA,NA,98.44
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,NA,NA,97.59
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,16,88.89,NA
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,25,71.43,NA
2022-11-30,City of Toronto,NA,NA,98.53
2022-11-30,City of Toronto,42,95.45,NA
2022-11-30,City of Toronto,92,100,NA
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,NA,NA,100
2022-11-30,City of Toronto,92,98.92,NA
2022-11-30,City of Toronto,62,100,NA
2022-11-30,City of Toronto,50,98.04,NA
2022-11-30,City of Toronto,81,100,NA
2022-11-30,City of Toronto,21,95.45,NA
2022-11-30,City of Toronto,5,100,NA
2022-11-30,City of Toronto,38,100,NA
2022-11-30,City of Toronto,72,100,NA
2022-11-30,City of Toronto,27,90,NA
2022-11-30,City of Toronto,NA,NA,95.38
2022-11-30,City of Toronto,6,100,NA
2022-11-30,City of Toronto,78,100,NA
2022-11-30,Cornerstone Place,25,100,NA
2022-11-30,Covenant House Toronto,NA,NA,97.62
2022-11-30,Covenant House Toronto,61,98.39,NA
2022-11-30,Covenant House Toronto,28,100,NA
2022-11-30,Dixon Hall,59,100,NA
2022-11-30,Dixon Hall,48,97.96,NA
2022-11-30,Dixon Hall,NA,NA,86.98
2022-11-30,Dixon Hall,52,100,NA
2022-11-30,Dixon Hall,NA,NA,100
2022-11-30,Dixon Hall,NA,NA,100
2022-11-30,Dixon Hall,22,100,NA
2022-11-30,Eva's Initiatives,50,100,NA
2022-11-30,Eva's Initiatives,25,100,NA
2022-11-30,Eva's Initiatives,NA,NA,100
2022-11-30,Fife House Foundation,5,100,NA
2022-11-30,Fife House Foundation,9,81.82,NA
2022-11-30,Fred Victor Centre,37,100,NA
2022-11-30,Fred Victor Centre,24,96,NA
2022-11-30,Fred Victor Centre,51,98.08,NA
2022-11-30,Fred Victor Centre,23,100,NA
2022-11-30,Fred Victor Centre,54,100,NA
2022-11-30,Fred Victor Centre,NA,NA,100
2022-11-30,Fred Victor Centre,45,100,NA
2022-11-30,Friends of Ruby,6,100,NA
2022-11-30,Friends of Ruby,25,100,NA
2022-11-30,Good Shepherd Ministries,21,84,NA
2022-11-30,Good Shepherd Ministries,28,100,NA
2022-11-30,Good Shepherd Ministries,5,100,NA
2022-11-30,Good Shepherd Ministries,NA,NA,100
2022-11-30,Homes First Society,25,100,NA
2022-11-30,Homes First Society,NA,NA,100
2022-11-30,Homes First Society,70,100,NA
2022-11-30,Homes First Society,25,100,NA
2022-11-30,Homes First Society,43,100,NA
2022-11-30,Homes First Society,36,100,NA
2022-11-30,Homes First Society,54,100,NA
2022-11-30,Homes First Society,NA,NA,100
2022-11-30,Homes First Society,NA,NA,100
2022-11-30,Homes First Society,NA,NA,100
2022-11-30,Homes First Society,8,100,NA
2022-11-30,Homes First Society,NA,NA,100
2022-11-30,Homes First Society,51,100,NA
2022-11-30,Homes First Society,47,100,NA
2022-11-30,Homes First Society,76,98.7,NA
2022-11-30,Homes First Society,126,100,NA
2022-11-30,Homes First Society,38,100,NA
2022-11-30,Horizon for Youth,30,100,NA
2022-11-30,Kennedy House Youth Services,22,95.65,NA
2022-11-30,Margaret's Housing and Community Support Services,29,96.67,NA
2022-11-30,Na-Me-Res (Native Men's Residence),49,98,NA
2022-11-30,Na-Me-Res (Native Men's Residence),14,82.35,NA
2022-11-30,Native Child & Family Services Toronto,6,54.55,NA
2022-11-30,Native Child & Family Services Toronto,NA,NA,85.71
2022-11-30,Sistering: A Women's Place,14,100,NA
2022-11-30,Society of St.Vincent De Paul,17,100,NA
2022-11-30,Society of St.Vincent De Paul,25,100,NA
2022-11-30,Society of St.Vincent De Paul,32,100,NA
2022-11-30,Society of St.Vincent De Paul,26,96.3,NA
2022-11-30,St. Felix Social Ministries Outreach,21,95.45,NA
2022-11-30,St. Felix Social Ministries Outreach,43,100,NA
2022-11-30,St. Simon's Shelter Inc.,NA,NA,100
2022-11-30,Street Haven At The Crossroads,28,100,NA
2022-11-30,Street Haven At The Crossroads,NA,NA,100
2022-11-30,The MUC Shelter Corporation,NA,NA,100
2022-11-30,The MUC Shelter Corporation,76,98.7,NA
2022-11-30,The MUC Shelter Corporation,NA,NA,100
2022-11-30,The Salvation Army of Canada,50,100,NA
2022-11-30,The Salvation Army of Canada,NA,NA,100
2022-11-30,The Salvation Army of Canada,54,100,NA
2022-11-30,The Salvation Army of Canada,NA,NA,100
2022-11-30,The Salvation Army of Canada,224,100,NA
2022-11-30,The Salvation Army of Canada,35,100,NA
2022-11-30,The Salvation Army of Canada,NA,NA,100
2022-11-30,The Salvation Army of Canada,39,100,NA
2022-11-30,The Salvation Army of Canada,30,100,NA
2022-11-30,The Scott Mission Inc.,66,100,NA
2022-11-30,Toronto Community Hostel,NA,NA,100
2022-11-30,Toronto Community Hostel,6,100,NA
2022-11-30,Turning Point Youth Services,16,100,NA
2022-11-30,Warden Woods Community Centre,39,100,NA
2022-11-30,Women's Hostels Inc.,12,100,NA
2022-11-30,WoodGreen Red Door Family Shelter,NA,NA,96.3
2022-11-30,YMCA of Greater Toronto,20,100,NA
2022-11-30,YMCA of Greater Toronto,NA,NA,100
2022-11-30,YMCA of Greater Toronto,25,100,NA
2022-11-30,YWCA Toronto,25,100,NA
2022-11-30,YWCA Toronto,24,100,NA
2022-11-30,YWCA Toronto,20,100,NA
2022-11-30,YWCA Toronto,20,95.24,NA
2022-11-30,Youth Without Shelter,22,95.65,NA
2022-11-30,Youth Without Shelter,12,85.71,NA
2022-11-30,YouthLink,10,100,NA
2022-11-30,YouthLink,31,100,NA
2022-12-01,COSTI Immigrant Services,NA,NA,100
2022-12-01,COSTI Immigrant Services,NA,NA,100
2022-12-01,COSTI Immigrant Services,8,100,NA
2022-12-01,COSTI Immigrant Services,NA,NA,98.8
2022-12-01,COSTI Immigrant Services,NA,NA,96.48
2022-12-01,COSTI Immigrant Services,NA,NA,100
2022-12-01,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-12-01,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-12-01,Christie Ossington Neighbourhood Centre,33,100,NA
2022-12-01,Christie Ossington Neighbourhood Centre,14,100,NA
2022-12-01,"Christie Refugee Welcome Centre, Inc.",NA,NA,95.83
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,16,88.89,NA
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,26,74.29,NA
2022-12-01,City of Toronto,NA,NA,98.53
2022-12-01,City of Toronto,42,95.45,NA
2022-12-01,City of Toronto,92,100,NA
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,NA,NA,100
2022-12-01,City of Toronto,92,98.92,NA
2022-12-01,City of Toronto,61,98.39,NA
2022-12-01,City of Toronto,49,96.08,NA
2022-12-01,City of Toronto,81,100,NA
2022-12-01,City of Toronto,21,95.45,NA
2022-12-01,City of Toronto,5,100,NA
2022-12-01,City of Toronto,38,100,NA
2022-12-01,City of Toronto,72,100,NA
2022-12-01,City of Toronto,26,86.67,NA
2022-12-01,City of Toronto,NA,NA,96.92
2022-12-01,City of Toronto,6,100,NA
2022-12-01,City of Toronto,78,100,NA
2022-12-01,Cornerstone Place,25,100,NA
2022-12-01,Covenant House Toronto,NA,NA,95.24
2022-12-01,Covenant House Toronto,61,98.39,NA
2022-12-01,Covenant House Toronto,28,100,NA
2022-12-01,Dixon Hall,59,100,NA
2022-12-01,Dixon Hall,48,97.96,NA
2022-12-01,Dixon Hall,NA,NA,86.98
2022-12-01,Dixon Hall,53,100,NA
2022-12-01,Dixon Hall,NA,NA,100
2022-12-01,Dixon Hall,NA,NA,100
2022-12-01,Dixon Hall,22,100,NA
2022-12-01,Eva's Initiatives,50,100,NA
2022-12-01,Eva's Initiatives,25,100,NA
2022-12-01,Eva's Initiatives,NA,NA,97.56
2022-12-01,Fife House Foundation,5,100,NA
2022-12-01,Fife House Foundation,9,81.82,NA
2022-12-01,Fred Victor Centre,35,94.59,NA
2022-12-01,Fred Victor Centre,24,96,NA
2022-12-01,Fred Victor Centre,49,94.23,NA
2022-12-01,Fred Victor Centre,23,100,NA
2022-12-01,Fred Victor Centre,54,100,NA
2022-12-01,Fred Victor Centre,NA,NA,100
2022-12-01,Fred Victor Centre,45,100,NA
2022-12-01,Friends of Ruby,6,100,NA
2022-12-01,Friends of Ruby,25,100,NA
2022-12-01,Good Shepherd Ministries,20,80,NA
2022-12-01,Good Shepherd Ministries,28,100,NA
2022-12-01,Good Shepherd Ministries,5,100,NA
2022-12-01,Good Shepherd Ministries,NA,NA,100
2022-12-01,Homes First Society,25,100,NA
2022-12-01,Homes First Society,NA,NA,100
2022-12-01,Homes First Society,68,100,NA
2022-12-01,Homes First Society,24,100,NA
2022-12-01,Homes First Society,41,100,NA
2022-12-01,Homes First Society,32,100,NA
2022-12-01,Homes First Society,54,100,NA
2022-12-01,Homes First Society,NA,NA,100
2022-12-01,Homes First Society,NA,NA,100
2022-12-01,Homes First Society,NA,NA,100
2022-12-01,Homes First Society,8,100,NA
2022-12-01,Homes First Society,NA,NA,100
2022-12-01,Homes First Society,51,100,NA
2022-12-01,Homes First Society,47,100,NA
2022-12-01,Homes First Society,80,100,NA
2022-12-01,Homes First Society,125,100,NA
2022-12-01,Homes First Society,38,97.44,NA
2022-12-01,Horizon for Youth,30,100,NA
2022-12-01,Kennedy House Youth Services,22,95.65,NA
2022-12-01,Margaret's Housing and Community Support Services,28,93.33,NA
2022-12-01,Na-Me-Res (Native Men's Residence),46,92,NA
2022-12-01,Na-Me-Res (Native Men's Residence),15,88.24,NA
2022-12-01,Native Child & Family Services Toronto,6,54.55,NA
2022-12-01,Native Child & Family Services Toronto,NA,NA,85.71
2022-12-01,Sistering: A Women's Place,13,92.86,NA
2022-12-01,Society of St.Vincent De Paul,17,100,NA
2022-12-01,Society of St.Vincent De Paul,25,100,NA
2022-12-01,Society of St.Vincent De Paul,32,100,NA
2022-12-01,Society of St.Vincent De Paul,26,96.3,NA
2022-12-01,St. Felix Social Ministries Outreach,21,95.45,NA
2022-12-01,St. Felix Social Ministries Outreach,42,97.67,NA
2022-12-01,St. Simon's Shelter Inc.,NA,NA,100
2022-12-01,Street Haven At The Crossroads,28,100,NA
2022-12-01,Street Haven At The Crossroads,NA,NA,100
2022-12-01,The MUC Shelter Corporation,NA,NA,98.68
2022-12-01,The MUC Shelter Corporation,75,97.4,NA
2022-12-01,The MUC Shelter Corporation,NA,NA,100
2022-12-01,The Salvation Army of Canada,51,100,NA
2022-12-01,The Salvation Army of Canada,NA,NA,98.51
2022-12-01,The Salvation Army of Canada,53,100,NA
2022-12-01,The Salvation Army of Canada,NA,NA,100
2022-12-01,The Salvation Army of Canada,221,98.66,NA
2022-12-01,The Salvation Army of Canada,35,100,NA
2022-12-01,The Salvation Army of Canada,NA,NA,100
2022-12-01,The Salvation Army of Canada,39,100,NA
2022-12-01,The Salvation Army of Canada,30,100,NA
2022-12-01,The Scott Mission Inc.,66,100,NA
2022-12-01,Toronto Community Hostel,NA,NA,100
2022-12-01,Toronto Community Hostel,6,100,NA
2022-12-01,Turning Point Youth Services,15,93.75,NA
2022-12-01,Warden Woods Community Centre,39,100,NA
2022-12-01,Women's Hostels Inc.,12,100,NA
2022-12-01,WoodGreen Red Door Family Shelter,NA,NA,100
2022-12-01,YMCA of Greater Toronto,20,100,NA
